Date,Open,High,Low,Close,Volume,Log_Return
2024-01-03,182.49651173581816,184.1409850600839,181.7138941984477,182.52622985839844,58414500,-0.007515800658941268
2024-01-04,180.4458595901839,181.37706768373354,179.18775216816366,180.20811462402344,71983600,-0.012781512576300022
2024-01-05,180.28737421180142,181.05015949262307,178.48439420396812,179.4849395751953,62379700,-0.004021073049951996
2024-01-08,180.38642231817897,183.86359358874157,179.80194579166277,183.82395935058594,59144500,0.023887254658430133
2024-01-09,182.19931060924736,183.41779895114087,181.0204413910758,183.40789794921875,42841800,-0.002265934020251883
2024-01-10,182.6253074687535,184.6561164657865,182.1993225017619,184.44808959960938,46792900,0.00565544375004837
2024-01-11,184.79480792904317,185.3000462697353,181.90212796654464,183.85369873046875,49128400,-0.0032277409668921607
2024-01-12,184.3192926371913,184.99293868218925,183.45743685571247,184.18060302734375,40477800,0.0017764886657959545
2024-01-16,180.45578462721193,182.5361287641061,179.23728115128065,181.9120330810547,65603000,-0.012393578893999615
2024-01-17,179.5741044525339,181.21856257523459,178.61317822966134,180.9709014892578,47317400,-0.005186982424450677
2024-01-18,184.34901955890965,187.3704881134165,184.0914574471942,186.86526489257812,78005800,0.03205159547869402
2024-01-19,187.55873492259758,190.15421881279246,187.05351164263914,189.7678680419922,68903000,0.01541372950390387
2024-01-22,190.50092877344645,193.50258021639056,190.46129453087994,192.0760498046875,60133900,0.012089808264924382
2024-01-23,193.19546652112328,193.91863266844476,192.01659731903075,193.3539581298828,42355600,0.006631102828092592
2024-01-24,193.59173469903226,194.54276001272405,192.52183688964197,192.6803436279297,53631300,-0.003489923991625762
2024-01-25,193.39360373027958,194.43378338829353,191.30334341188293,192.35342407226562,54822100,-0.00169813487360967
2024-01-26,192.45249496932922,192.93790105900956,190.14429166563914,190.6197967529297,44594000,-0.009053579032562783
2024-01-29,190.213612724154,190.40183756577807,187.80635425336052,189.9362335205078,47145600,-0.0035924484869412996
2024-01-30,189.1536549714469,190.0056098088079,185.71611749758625,186.28077697753906,55859400,-0.019433313654743104
2024-01-31,185.2901205380725,185.34957189909602,182.62529981948686,182.67481994628906,55467800,-0.01954745709885685
2024-02-01,182.26867176596141,185.20097077595153,182.1002640289582,185.11181640625,64885400,0.013252423474843502
2024-02-02,178.17728694752884,185.57740118350648,177.57299331125648,184.1112518310547,102551700,-0.005419851090300069
2024-02-05,186.38972207997213,187.4794368744002,184.10133612770585,185.9241180419922,69668800,0.009798418544835373
2024-02-06,185.11180183413052,187.53887744205016,185.02264747144727,187.5289764404297,43490800,0.008594751530215468
2024-02-07,188.85645841865113,189.26262627331204,186.8454513829838,187.63796997070312,53439000,0.0005810401709557683
2024-02-08,187.6181328392653,187.76672344534998,185.59722501634783,186.5581512451172,40962000,-0.005771421250492328
2024-02-09,187.12353611951417,188.45270503827624,186.47880163607178,187.32192993164062,45155200,0.004085693715440597
2024-02-12,186.8954092628083,187.14338640307878,185.27859346494134,185.63568115234375,41781900,-0.009042637658802314
2024-02-13,184.26684396147397,184.70328611762721,182.02512109310902,183.54273986816406,56529500,-0.011338494275895514
2024-02-14,183.82047352517276,184.0287658151745,180.96377246543662,182.65992736816406,54630500,-0.004821451557662362
2024-02-15,182.06482521105013,182.99722170980874,179.88262933424807,182.372314453125,65434500,-0.001575822306112608
2024-02-16,181.9358579237584,183.35429496994237,180.2000180232841,180.8348388671875,49752500,-0.00846615907860729
2024-02-20,180.31904659124555,180.95386745060242,178.54353696650966,180.09091186523438,53665600,-0.004122332939363885
2024-02-21,180.46781179626527,181.41012172350412,179.19817028971428,180.84474182128906,41371400,0.00417709386385488
2024-02-22,181.99537582737872,183.463411373256,180.98364000764028,182.878173828125,52292200,0.011181331198232829
2024-02-23,183.51300991264986,183.5427659606793,180.75550513620703,181.0431671142578,45119700,-0.010084719192392644
2024-02-26,180.76540051034647,181.28118200444274,179.1882545795608,179.6941375732422,40867400,-0.0074793253275482795
2024-02-27,179.63461828889808,182.43179212202116,178.10707086865912,181.15223693847656,54318900,0.008081595959893247
2024-02-28,181.03321827875988,181.6382830805114,178.67248629654023,179.95204162597656,48953900,-0.00664738582860943
2024-02-29,179.80325698202418,181.09274105155225,178.07733075339527,179.28746032714844,136682600,-0.003699938639075557
2024-03-01,178.09718827908785,179.06925444803085,175.94474848019505,178.206298828125,73563100,-0.0060485799684785735
2024-03-04,174.72468891388633,175.46862034292982,172.3837840784165,173.68319702148438,81510100,-0.025708928430936973
2024-03-05,169.37829007310003,170.6479317427376,168.24751498810025,168.74346923828125,95132400,-0.02885330474669962
2024-03-06,169.67586125903696,169.85441265484894,167.31511424596866,167.75155639648438,68587700,-0.005895574313366355
2024-03-07,167.78130279152694,169.34851990765398,167.12665473872153,167.6325225830078,71765100,-0.0007098358326182735
2024-03-08,167.63254371875993,172.29451084245372,167.5730316278488,169.34854125976562,76267000,0.010184747419236095
